set_id,name,year,theme,subtheme,themeGroup,category,pieces,minifigs,agerange_min,US_retailPrice,bricksetURL,thumbnailURL,imageURL
8401-1,City Minifigure Collection,2009,City,Town,Modern day,Normal,60,4,5,9.99,https://brickset.com/sets/8401-1,https://images.brickset.com/sets/small/8401-1.jpg,https://images.brickset.com/sets/images/8401-1.jpg
8402-1,Sports Car,2009,City,Traffic,Modern day,Normal,68,1,5,9.99,https://brickset.com/sets/8402-1,https://images.brickset.com/sets/small/8402-1.jpg,https://images.brickset.com/sets/images/8402-1.jpg
10193-1,Medieval Market Village,2009,Castle,Fantasy Era,Historical,Normal,1601,8,12,99.99,https://brickset.com/sets/10193-1,https://images.brickset.com/sets/small/10193-1.jpg,https://images.brickset.com/sets/images/10193-1.jpg
10194-1,Emerald Night,2009,Advanced models,Trains,Model making,Normal,1085,3,14,99.99,https://brickset.com/sets/10194-1,https://images.brickset.com/sets/small/10194-1.jpg,https://images.brickset.com/sets/images/10194-1.jpg
10195-1,Republic Dropship with AT-OT Walker,2009,Star Wars,The Clone Wars,Licensed,Normal,1758,8,14,249.99,https://brickset.com/sets/10195-1,https://images.brickset.com/sets/small/10195-1.jpg,https://images.brickset.com/sets/images/10195-1.jpg
10196-1,Grand Carousel,2009,Advanced models,Fairground Collection,Model making,Normal,3263,9,16,249.99,https://brickset.com/sets/10196-1,https://images.brickset.com/sets/small/10196-1.jpg,https://images.brickset.com/sets/images/10196-1.jpg
10197-1,Fire Brigade,2009,Advanced models,Modular Buildings Collection,Model making,Normal,2231,4,16,149.99,https://brickset.com/sets/10197-1,https://images.brickset.com/sets/small/10197-1.jpg,https://images.brickset.com/sets/images/10197-1.jpg
10198-1,Tantive IV,2009,Star Wars,Episode IV,Licensed,Normal,1408,5,14,149.99,https://brickset.com/sets/10198-1,https://images.brickset.com/sets/small/10198-1.jpg,https://images.brickset.com/sets/images/10198-1.jpg
10199-1,Winter Village Toy Shop,2009,Advanced models,Winter Village Collection,Model making,Normal,815,7,12,59.99,https://brickset.com/sets/10199-1,https://images.brickset.com/sets/small/10199-1.jpg,https://images.brickset.com/sets/images/10199-1.jpg
852535-1,Vintage Minifigure Collection Vol. 2,2009,Miscellaneous,Minifigure collection,Miscellaneous,Extended,24,5,6,17.99,https://brickset.com/sets/852535-1,https://images.brickset.com/sets/small/852535-1.jpg,https://images.brickset.com/sets/images/852535-1.jpg
852697-1,Vintage Minifigure Collection Vol. 3,2009,Miscellaneous,Minifigure collection,Miscellaneous,Extended,22,5,6,17.99,https://brickset.com/sets/852697-1,https://images.brickset.com/sets/small/852697-1.jpg,https://images.brickset.com/sets/images/852697-1.jpg
852701-1,Troll Warrior Battle Pack,2009,Castle,Battle Pack,Historical,Extended,36,5,6,14.99,https://brickset.com/sets/852701-1,https://images.brickset.com/sets/small/852701-1.jpg,https://images.brickset.com/sets/images/852701-1.jpg
852702-1,Dwarf Warrior Battle Pack,2009,Castle,Battle Pack,Historical,Extended,45,5,6,14.99,https://brickset.com/sets/852702-1,https://images.brickset.com/sets/small/852702-1.jpg,https://images.brickset.com/sets/images/852702-1.jpg
852753-1,Vintage Minifigure Collection Vol. 4,2009,Miscellaneous,Minifigure collection,Miscellaneous,Extended,41,5,6,17.99,https://brickset.com/sets/852753-1,https://images.brickset.com/sets/small/852753-1.jpg,https://images.brickset.com/sets/images/852753-1.jpg
3177-1,Small Car,2010,City,Traffic,Modern day,Normal,43,1,5,4.99,https://brickset.com/sets/3177-1,https://images.brickset.com/sets/small/3177-1.jpg,https://images.brickset.com/sets/images/3177-1.jpg
3178-1,Seaplane,2010,City,General,Modern day,Normal,102,1,5,10.99,https://brickset.com/sets/3178-1,https://images.brickset.com/sets/small/3178-1.jpg,https://images.brickset.com/sets/images/3178-1.jpg
3179-1,Repair Truck,2010,City,Traffic,Modern day,Normal,118,1,5,12.99,https://brickset.com/sets/3179-1,https://images.brickset.com/sets/small/3179-1.jpg,https://images.brickset.com/sets/images/3179-1.jpg
3180-1,Tank Truck,2010,City,Traffic,Modern day,Normal,222,1,5,19.99,https://brickset.com/sets/3180-1,https://images.brickset.com/sets/small/3180-1.jpg,https://images.brickset.com/sets/images/3180-1.jpg
3221-1,LEGO City Truck,2010,City,Traffic,Modern day,Normal,278,2,5,34.99,https://brickset.com/sets/3221-1,https://images.brickset.com/sets/small/3221-1.jpg,https://images.brickset.com/sets/images/3221-1.jpg
3222-1,Helicopter and Limousine,2010,City,Airport,Modern day,Normal,267,4,5,29.99,https://brickset.com/sets/3222-1,https://images.brickset.com/sets/small/3222-1.jpg,https://images.brickset.com/sets/images/3222-1.jpg
3862-1,Harry Potter Hogwarts,2010,Games,Licensed,Miscellaneous,Normal,332,9,8,34.99,https://brickset.com/sets/3862-1,https://images.brickset.com/sets/small/3862-1.jpg,https://images.brickset.com/sets/images/3862-1.jpg
4736-1,Freeing Dobby,2010,Harry Potter,Chamber of Secrets,Licensed,Normal,73,3,6,10.99,https://brickset.com/sets/4736-1,https://images.brickset.com/sets/small/4736-1.jpg,https://images.brickset.com/sets/images/4736-1.jpg
4737-1,Quidditch Match,2010,Harry Potter,General,Licensed,Normal,153,5,6,19.99,https://brickset.com/sets/4737-1,https://images.brickset.com/sets/small/4737-1.jpg,https://images.brickset.com/sets/images/4737-1.jpg
4738-1,Hagrid's Hut,2010,Harry Potter,General,Licensed,Normal,442,4,7,39.99,https://brickset.com/sets/4738-1,https://images.brickset.com/sets/small/4738-1.jpg,https://images.brickset.com/sets/images/4738-1.jpg
4840-1,The Burrow,2010,Harry Potter,Half-Blood Prince,Licensed,Normal,568,6,7,59.99,https://brickset.com/sets/4840-1,https://images.brickset.com/sets/small/4840-1.jpg,https://images.brickset.com/sets/images/4840-1.jpg
4841-1,Hogwarts Express,2010,Harry Potter,General,Licensed,Normal,646,5,8,79.99,https://brickset.com/sets/4841-1,https://images.brickset.com/sets/small/4841-1.jpg,https://images.brickset.com/sets/images/4841-1.jpg
5643-1,Little Piggy,2010,Duplo,Farm,Pre-school,Normal,4,1,1,4.99,https://brickset.com/sets/5643-1,https://images.brickset.com/sets/small/5643-1.jpg,https://images.brickset.com/sets/images/5643-1.jpg
5644-1,Chicken Coop,2010,Duplo,Farm,Pre-school,Normal,11,1,1,8.99,https://brickset.com/sets/5644-1,https://images.brickset.com/sets/small/5644-1.jpg,https://images.brickset.com/sets/images/5644-1.jpg
5645-1,Farm Bike,2010,Duplo,Farm,Pre-school,Normal,9,1,1,9.99,https://brickset.com/sets/5645-1,https://images.brickset.com/sets/small/5645-1.jpg,https://images.brickset.com/sets/images/5645-1.jpg
5646-1,Farm Nursery,2010,Duplo,Farm,Pre-school,Normal,9,1,1,11.99,https://brickset.com/sets/5646-1,https://images.brickset.com/sets/small/5646-1.jpg,https://images.brickset.com/sets/images/5646-1.jpg
5647-1,Big Tractor,2010,Duplo,Farm,Pre-school,Normal,12,1,2,19.99,https://brickset.com/sets/5647-1,https://images.brickset.com/sets/small/5647-1.jpg,https://images.brickset.com/sets/images/5647-1.jpg
5648-1,Horse Stables,2010,Duplo,Farm,Pre-school,Normal,58,2,2,39.99,https://brickset.com/sets/5648-1,https://images.brickset.com/sets/small/5648-1.jpg,https://images.brickset.com/sets/images/5648-1.jpg
5649-1,Big Farm,2010,Duplo,Farm,Pre-school,Normal,68,3,2,59.99,https://brickset.com/sets/5649-1,https://images.brickset.com/sets/small/5649-1.jpg,https://images.brickset.com/sets/images/5649-1.jpg
5650-1,Front Loader,2010,Duplo,Construction,Pre-school,Normal,9,1,2,12.99,https://brickset.com/sets/5650-1,https://images.brickset.com/sets/small/5650-1.jpg,https://images.brickset.com/sets/images/5650-1.jpg
5652-1,Road Construction,2010,Duplo,Construction,Pre-school,Normal,27,2,2,39.99,https://brickset.com/sets/5652-1,https://images.brickset.com/sets/small/5652-1.jpg,https://images.brickset.com/sets/images/5652-1.jpg
5653-1,Stone Quarry,2010,Duplo,Construction,Pre-school,Normal,48,3,2,59.99,https://brickset.com/sets/5653-1,https://images.brickset.com/sets/small/5653-1.jpg,https://images.brickset.com/sets/images/5653-1.jpg
5654-1,Fishing Trip,2010,Duplo,Holiday,Pre-school,Normal,14,2,2,14.99,https://brickset.com/sets/5654-1,https://images.brickset.com/sets/small/5654-1.jpg,https://images.brickset.com/sets/images/5654-1.jpg
5655-1,Caravan,2010,Duplo,Holiday,Pre-school,Normal,21,3,2,29.99,https://brickset.com/sets/5655-1,https://images.brickset.com/sets/small/5655-1.jpg,https://images.brickset.com/sets/images/5655-1.jpg
5656-1,Pet Shop,2010,Duplo,LEGO Ville,Pre-school,Normal,29,2,2,24.99,https://brickset.com/sets/5656-1,https://images.brickset.com/sets/small/5656-1.jpg,https://images.brickset.com/sets/images/5656-1.jpg
5657-1,Jessie's Round-Up,2010,Duplo,Toy Story,Pre-school,Normal,18,1,2,14.99,https://brickset.com/sets/5657-1,https://images.brickset.com/sets/small/5657-1.jpg,https://images.brickset.com/sets/images/5657-1.jpg
5658-1,Pizza Planet Truck,2010,Duplo,Toy Story,Pre-school,Normal,13,2,2,19.99,https://brickset.com/sets/5658-1,https://images.brickset.com/sets/small/5658-1.jpg,https://images.brickset.com/sets/images/5658-1.jpg
5659-1,The Great Train Chase,2010,Duplo,Toy Story,Pre-school,Normal,39,3,2,34.99,https://brickset.com/sets/5659-1,https://images.brickset.com/sets/small/5659-1.jpg,https://images.brickset.com/sets/images/5659-1.jpg
5691-1,Alien Space Crane,2010,Duplo,Toy Story,Pre-school,Normal,23,3,2,39.99,https://brickset.com/sets/5691-1,https://images.brickset.com/sets/small/5691-1.jpg,https://images.brickset.com/sets/images/5691-1.jpg
5813-1,Lightning McQueen,2010,Duplo,Cars,Pre-school,Normal,11,1,2,14.99,https://brickset.com/sets/5813-1,https://images.brickset.com/sets/small/5813-1.jpg,https://images.brickset.com/sets/images/5813-1.jpg
5814-1,Mater's Yard,2010,Duplo,Cars,Pre-school,Normal,16,2,2,19.99,https://brickset.com/sets/5814-1,https://images.brickset.com/sets/small/5814-1.jpg,https://images.brickset.com/sets/images/5814-1.jpg
5815-1,Flo's V-8 Cafe,2010,Duplo,Cars,Pre-school,Normal,32,3,2,29.99,https://brickset.com/sets/5815-1,https://images.brickset.com/sets/small/5815-1.jpg,https://images.brickset.com/sets/images/5815-1.jpg
5816-1,Mack's Road Trip,2010,Duplo,Cars,Pre-school,Normal,34,3,2,49.99,https://brickset.com/sets/5816-1,https://images.brickset.com/sets/small/5816-1.jpg,https://images.brickset.com/sets/images/5816-1.jpg
5981-1,Raid VPR,2010,Space,Space Police 3,Action/Adventure,Normal,69,2,6,9.99,https://brickset.com/sets/5981-1,https://images.brickset.com/sets/small/5981-1.jpg,https://images.brickset.com/sets/images/5981-1.jpg
5982-1,Smash 'n' Grab,2010,Space,Space Police 3,Action/Adventure,Normal,188,2,7,19.99,https://brickset.com/sets/5982-1,https://images.brickset.com/sets/small/5982-1.jpg,https://images.brickset.com/sets/images/5982-1.jpg
5983-1,Undercover Cruiser,2010,Space,Space Police 3,Action/Adventure,Normal,317,2,7,29.99,https://brickset.com/sets/5983-1,https://images.brickset.com/sets/small/5983-1.jpg,https://images.brickset.com/sets/images/5983-1.jpg
5984-1,Lunar Limo,2010,Space,Space Police 3,Action/Adventure,Normal,391,3,8,39.99,https://brickset.com/sets/5984-1,https://images.brickset.com/sets/small/5984-1.jpg,https://images.brickset.com/sets/images/5984-1.jpg
5985-1,Space Police Central,2010,Space,Space Police 3,Action/Adventure,Normal,631,5,8,79.99,https://brickset.com/sets/5985-1,https://images.brickset.com/sets/small/5985-1.jpg,https://images.brickset.com/sets/images/5985-1.jpg
7206-1,Fire Helicopter,2010,City,Fire,Modern day,Normal,342,3,5,39.99,https://brickset.com/sets/7206-1,https://images.brickset.com/sets/small/7206-1.jpg,https://images.brickset.com/sets/images/7206-1.jpg
7207-1,Fire Boat,2010,City,Fire,Modern day,Normal,306,4,5,49.99,https://brickset.com/sets/7207-1,https://images.brickset.com/sets/small/7207-1.jpg,https://images.brickset.com/sets/images/7207-1.jpg
7208-1,Fire Station,2010,City,Fire,Modern day,Normal,662,4,5,79.99,https://brickset.com/sets/7208-1,https://images.brickset.com/sets/small/7208-1.jpg,https://images.brickset.com/sets/images/7208-1.jpg
7213-1,Off-Road Fire Truck & Fireboat,2010,City,Fire,Modern day,Normal,388,3,5,39.99,https://brickset.com/sets/7213-1,https://images.brickset.com/sets/small/7213-1.jpg,https://images.brickset.com/sets/images/7213-1.jpg
7566-1,Farmer,2010,City,Farm,Modern day,Normal,16,1,5,3.99,https://brickset.com/sets/7566-1,https://images.brickset.com/sets/small/7566-1.jpg,https://images.brickset.com/sets/images/7566-1.jpg
7567-1,Traveller,2010,City,Airport,Modern day,Normal,21,1,5,3.99,https://brickset.com/sets/7567-1,https://images.brickset.com/sets/small/7567-1.jpg,https://images.brickset.com/sets/images/7567-1.jpg
7569-1,Desert Attack,2010,Prince of Persia,The Sands of Time,Licensed,Normal,57,4,6,10.99,https://brickset.com/sets/7569-1,https://images.brickset.com/sets/small/7569-1.jpg,https://images.brickset.com/sets/images/7569-1.jpg
7570-1,The Ostrich Race,2010,Prince of Persia,The Sands of Time,Licensed,Normal,169,3,6,19.99,https://brickset.com/sets/7570-1,https://images.brickset.com/sets/small/7570-1.jpg,https://images.brickset.com/sets/images/7570-1.jpg
7571-1,The Fight for the Dagger,2010,Prince of Persia,The Sands of Time,Licensed,Normal,258,4,7,29.99,https://brickset.com/sets/7571-1,https://images.brickset.com/sets/small/7571-1.jpg,https://images.brickset.com/sets/images/7571-1.jpg
7572-1,Quest Against Time,2010,Prince of Persia,The Sands of Time,Licensed,Normal,506,4,7,49.99,https://brickset.com/sets/7572-1,https://images.brickset.com/sets/small/7572-1.jpg,https://images.brickset.com/sets/images/7572-1.jpg
7573-1,Battle of Alamut,2010,Prince of Persia,The Sands of Time,Licensed,Normal,821,7,8,79.99,https://brickset.com/sets/7573-1,https://images.brickset.com/sets/small/7573-1.jpg,https://images.brickset.com/sets/images/7573-1.jpg
7590-1,Woody and Buzz to the Rescue,2010,Toy Story,Original Film,Licensed,Normal,92,2,6,19.99,https://brickset.com/sets/7590-1,https://images.brickset.com/sets/small/7590-1.jpg,https://images.brickset.com/sets/images/7590-1.jpg
7591-1,Construct-a-Zurg,2010,Toy Story,Buildable Figures,Licensed,Normal,118,1,7,24.99,https://brickset.com/sets/7591-1,https://images.brickset.com/sets/small/7591-1.jpg,https://images.brickset.com/sets/images/7591-1.jpg
7592-1,Construct-a-Buzz,2010,Toy Story,Buildable Figures,Licensed,Normal,205,1,7,24.99,https://brickset.com/sets/7592-1,https://images.brickset.com/sets/small/7592-1.jpg,https://images.brickset.com/sets/images/7592-1.jpg
7593-1,Buzz's Star Command Spaceship,2010,Toy Story,Toy Story 2,Licensed,Normal,257,2,7,29.99,https://brickset.com/sets/7593-1,https://images.brickset.com/sets/small/7593-1.jpg,https://images.brickset.com/sets/images/7593-1.jpg
7594-1,Woody's Roundup!,2010,Toy Story,Toy Story 2,Licensed,Normal,502,3,6,49.99,https://brickset.com/sets/7594-1,https://images.brickset.com/sets/small/7594-1.jpg,https://images.brickset.com/sets/images/7594-1.jpg
7595-1,Army Men on Patrol,2010,Toy Story,Original Film,Licensed,Normal,90,4,6,10.99,https://brickset.com/sets/7595-1,https://images.brickset.com/sets/small/7595-1.jpg,https://images.brickset.com/sets/images/7595-1.jpg
7596-1,Trash Compactor Escape,2010,Toy Story,Toy Story 3,Licensed,Normal,370,3,7,49.99,https://brickset.com/sets/7596-1,https://images.brickset.com/sets/small/7596-1.jpg,https://images.brickset.com/sets/images/7596-1.jpg
7597-1,Western Train Chase,2010,Toy Story,Toy Story 3,Licensed,Normal,584,3,8,79.99,https://brickset.com/sets/7597-1,https://images.brickset.com/sets/small/7597-1.jpg,https://images.brickset.com/sets/images/7597-1.jpg
7598-1,Pizza Planet Truck Rescue,2010,Toy Story,Toy Story 2,Licensed,Normal,225,2,6,39.99,https://brickset.com/sets/7598-1,https://images.brickset.com/sets/small/7598-1.jpg,https://images.brickset.com/sets/images/7598-1.jpg
7599-1,Garbage Truck Getaway,2010,Toy Story,Toy Story 3,Licensed,Normal,402,3,7,49.99,https://brickset.com/sets/7599-1,https://images.brickset.com/sets/small/7599-1.jpg,https://images.brickset.com/sets/images/7599-1.jpg
7684-1,Pig Farm & Tractor,2010,City,Farm,Modern day,Normal,256,2,5,34.99,https://brickset.com/sets/7684-1,https://images.brickset.com/sets/small/7684-1.jpg,https://images.brickset.com/sets/images/7684-1.jpg
7789-1,Lotso's Dump Truck,2010,Toy Story,Toy Story 3,Licensed,Normal,129,1,6,19.99,https://brickset.com/sets/7789-1,https://images.brickset.com/sets/small/7789-1.jpg,https://images.brickset.com/sets/images/7789-1.jpg
7936-1,Level Crossing,2010,City,Trains,Modern day,Normal,142,1,5,19.99,https://brickset.com/sets/7936-1,https://images.brickset.com/sets/small/7936-1.jpg,https://images.brickset.com/sets/images/7936-1.jpg
7937-1,Train Station,2010,City,Trains,Modern day,Normal,361,4,5,49.99,https://brickset.com/sets/7937-1,https://images.brickset.com/sets/small/7937-1.jpg,https://images.brickset.com/sets/images/7937-1.jpg
7939-1,Cargo Train,2010,City,Trains,Modern day,Normal,839,4,6,179.99,https://brickset.com/sets/7939-1,https://images.brickset.com/sets/small/7939-1.jpg,https://images.brickset.com/sets/images/7939-1.jpg
7947-1,Prison Tower Rescue,2010,Castle,Kingdoms,Historical,Normal,365,5,6,49.99,https://brickset.com/sets/7947-1,https://images.brickset.com/sets/small/7947-1.jpg,https://images.brickset.com/sets/images/7947-1.jpg
7948-1,Outpost Attack,2010,Castle,Kingdoms,Historical,Normal,194,3,5,19.99,https://brickset.com/sets/7948-1,https://images.brickset.com/sets/small/7948-1.jpg,https://images.brickset.com/sets/images/7948-1.jpg
7949-1,Prison Carriage Rescue,2010,Castle,Kingdoms,Historical,Normal,50,3,5,9.99,https://brickset.com/sets/7949-1,https://images.brickset.com/sets/small/7949-1.jpg,https://images.brickset.com/sets/images/7949-1.jpg
7950-1,Knight's Showdown,2010,Castle,Kingdoms,Historical,Normal,61,2,5,6.99,https://brickset.com/sets/7950-1,https://images.brickset.com/sets/small/7950-1.jpg,https://images.brickset.com/sets/images/7950-1.jpg
7952-1,Kingdoms Advent Calendar,2010,Castle,Seasonal,Historical,Normal,167,9,5,34.99,https://brickset.com/sets/7952-1,https://images.brickset.com/sets/small/7952-1.jpg,https://images.brickset.com/sets/images/7952-1.jpg
7953-1,Court Jester,2010,Castle,Kingdoms,Historical,Normal,22,1,5,3.99,https://brickset.com/sets/7953-1,https://images.brickset.com/sets/small/7953-1.jpg,https://images.brickset.com/sets/images/7953-1.jpg
7955-1,Wizard,2010,Castle,Kingdoms,Historical,Normal,19,1,5,3.99,https://brickset.com/sets/7955-1,https://images.brickset.com/sets/small/7955-1.jpg,https://images.brickset.com/sets/images/7955-1.jpg
